instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, cuts, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,coeff_of_var
40f9d26e3d676ae679725d889743d104c61ce7b27ef81c9a93d1d03dac07fd15,933.3247458861342,10.0,3265.0681256560365,100000,3264.619280288496,5.850884650586971e-05,1,0.0,0.0137468913439641,45376.0,389,68,P05_UNCORRELATED,200,0.2
9eedce8a78ab2d2dbb9a8bd346f526755ee2f40f02a130d7e265360ca4d64568,1777.6688159967152,10.0,4800.733547676732,100000,4800.507023110158,3.629046243051479e-05,1,0.0,0.0047185407047553,140574.0,898,286,P05_UNCORRELATED,200,0.2
5db1e5549c7c9bf1f20bb672464d9bf4b4c4c68a8fbfe68ff670c4f61329e0b4,2781.2512387474967,10.0,5884.748567313646,100000,5884.427749010209,9.28526109050866e-05,3,0.0,0.0054516909221839,86191.0,980,360,P05_UNCORRELATED,200,0.2
4f783093bc112d39cbc75f90a15d9b2df6d42fa2b5e72fec6ba1e724fed5f6c2,3748.746592836205,10.0,7012.279810870996,100000,7011.452710869095,9.9340421032627e-05,4,0.0,0.0117950227915753,93855.0,323,97,P05_UNCORRELATED,200,0.2
cab19f25553389c21ed3f1b67a98e045b49cc646a9b867056100353b6cd4a47b,4564.408327991022,10.0,7190.161162488774,100000,7189.419446719678,4.812063916864667e-05,4,0.0,0.0103157043678751,93837.0,772,219,P05_UNCORRELATED,200,0.2
9d90d105fdae9d66b68bde128671fe5c87661f324c034d7079a3f678f4df42ea,5594.421581219217,10.0,7908.244642577205,100000,7907.432958613486,1.138051253997546e-06,3,0.0,0.0102637690208602,45090.0,565,211,P05_UNCORRELATED,200,0.2
4a88b26c0766084cda6929b7aac67b95a5aad4ec88527079d0bceceb11d2f66d,6110.69114528739,10.0,8815.606958353652,100000,8815.380789138924,4.05163043832629e-05,2,0.0,0.002565554655466,45193.0,330,162,P05_UNCORRELATED,200,0.2
1b7a4913db5ba6be425199508a6ad2edef69eace646608fbe98e94d6ab722b3a,6607.878905441166,10.0,9149.011861117126,100000,9148.715206167744,9.400183241032856e-05,2,0.0,0.0032424807605948,40132.0,840,131,P05_UNCORRELATED,200,0.2
f3b3aef0f1c0941f9f56a7d4d1becce7acbd4ab4c1d4e2817c1ad477d9241bee,8228.987231305458,10.0,9932.775320200388,100000,9932.290067489475,1.927913536658497e-05,1,0.0,0.0048853688447347,27710.0,275,84,P05_UNCORRELATED,200,0.2
521bda15d2d44599824b665641e076f7282d0871ee3f2a789cedbd574140bdb4,9088.341733539515,10.0,10719.173965897984,100000,10718.81317063537,8.418124023408592e-05,1,0.0,0.0033658868095741,40069.0,198,50,P05_UNCORRELATED,200,0.2
74c5ff8fb18d91f6cf7a748de163a1bbf510161a3e234889f95299a40906ad75,2224.9587762685724,10.0,8395.305667595405,100000,8395.514605985078,0.0021385925115213,1,0.0,-0.0024887526189693,5105721.0,2306,642,P05_UNCORRELATED,500,0.1
cb18b4cc0ff61b525ae0ba590c56a6685e1b6fb11595ceba321e9072192052ae,4553.66721449218,10.0,12285.004620532358,100000,12284.54311479555,8.29816852782065e-05,4,0.0,0.0037566590413561,6694886.0,1094,426,P05_UNCORRELATED,500,0.1
e181d98cf4e909f9445537651d6e81455ba2c5ae825ce51f7d2ffdabff87839e,6587.89915529402,10.0,15034.351011206189,100000,15034.141112298348,0.0067232812072914,4,0.0,0.001396128823146,6404588.0,1550,467,P05_UNCORRELATED,500,0.1
24638092d497fb7fbf2e737c71d2062bf8f76cb0416f33f002ebadaa3d484397,9299.966308407971,10.0,17088.16425019554,100000,17087.769790350627,0.00011610360851830264,1,0.0,0.0023083804622721,5544113.0,1467,646,P05_UNCORRELATED,500,0.1
